"Officer.number";"Years.employed";"Age";"Officer.sex";"Officer.race";"Officer.department";"Officer.division";"Officer.sub.division.A";"Officer.sub.division.B"
"193";"b02fdcaea94b7305cfa22947bb92d12d";"11";"58";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Central Evidence & Property Section ";"Platoon C"
"194";"29645d6730959f4e6f6b9225f470cfaa";"21";"44";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"195";"9c50033023e1084c3092ce147d309515";"15";"57";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"196";"99496b18802c49d6571120c16308addc";"11";"53";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Criminal Records"
"197";"28a5de81697b187d8b510c3d92f0e1f9";"39";"63";"M";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
"198";"3a8dae6905fd3d815ca0c3b8a20c107f";"12";"34";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"199";"107688384e8194d1d38dd180d19a32a5";"39";"75";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
"200";"2567f3d5adc004a73dc268884026f3bd";"51";"71";"F";"White";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";""
"201";"37568c33a0efbf83a0d335e55f65bdcb";"47";"72";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"202";"ad24debb22f685618d7780dc7654dfb4";"37";"60";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"203";"07f1edf33969b75cd9666acff08a05b4";"21";"71";"F";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
"204";"14b9e2666b91f63fbf003626cac98ad5";"31";"62";"F";"Black / African American";"Compliance Bureau";"NULL";"NULL";"NULL"
"205";"f7e2bbe9fc30f93c2c89dded418c3a63";"30";"51";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Juvenile Section";"Staff"
"206";"594ad42495e8ec24386e5c4837465937";"28";"71";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"207";"cc16d032d9eb84fd8af42efb91f830f0";"42";"64";"F";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"208";"e49801de51582d9cc249019a91db05f0";"20";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";"NULL"
"209";"a4981f6fbdfdf51e070de7e1d00e7ae7";"19";"58";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"210";"8745f3cfb2e7716c02117a0e1c394082";"12";"42";"F";"Hispanic";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"211";"b35d8adab2b7c839e5a8e2861080b03e";"38";"57";"F";"Black / African American";"FOB - Field Operations Bureau";"Staff";"";""
"212";"9487172f214b56a933ed69dff6a5e934";"25";"53";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"213";"66f63c7edf300afa380be81991e863b1";"43";"70";"F";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"214";"cb3e9e766121b1aa4284ab70ed28dd4b";"31";"47";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"215";"7611c0a6a5aaf3fcab154c25936ab1ff";"30";"53";"F";"Asian / Pacific Islander";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"216";"a178e13d6b796bd17c738f772ac71c38";"39";"64";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"217";"6447f7e72884015d5827c05f57f69390";"10";"35";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"218";"69291c7a64149c882605dffd1b74141a";"10";"45";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"219";"7a508917c5a0cf5111df42bb714e32a8";"10";"32";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"220";"10fe46640da0fc3a66d68ae9fe105e76";"27";"59";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"221";"7a31066af3fe8b50a15b3c997bcd0301";"22";"58";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"222";"805c2f65e991802cbc768d884817b807";"35";"51";"F";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"223";"e0d80e316b5df524c1ec1dcc3460d516";"10";"48";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"224";"bd4a2110c0afd66b408c977b38e8284b";"35";"51";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"225";"ae4daee88031f2f50e60bfac8f026713";"39";"71";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"226";"da69891d211e269bdafe05bd3e96218e";"10";"35";"F";"Hispanic";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"227";"1bf00d7e92cea093dfc198ec0813664d";"11";"36";"F";"Black / African American";"FOB - Field Operations Bureau";"Communications Division";"3rd Platoon";""
"228";"76756e03734ccb780231ebf1d1c3a32a";"22";"51";"F";"White";"NULL";"NULL";"NULL";"NULL"
"229";"063dcf481c00b2d8d636d5c48449c5a8";"22";"58";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"230";"9aa24bb6625f154b257700e7263fed9c";"16";"53";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"231";"27e718756fd3dc8899f69612e8de860d";"23";"47";"M";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Task Force";"A"
"232";"057e9c455cdc459ff1f6f0174cb3f2b6";"22";"46";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"233";"ea07cf8b74030ff04b56ac69dd094adc";"19";"108";"Unknown sex";"Unknown race";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"234";"7f9dc289beb1087066f8664f058c31fe";"19";"34";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"235";"2a0f9e106be424026fb6927d7f3904e7";"20";"39";"F";"Black / African American";"Compliance Bureau";"NULL";"NULL";"NULL"
"236";"3c66df630b0bdc50a8afa252a85f9fa3";"10";"49";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"237";"e61fc2d1bd75096b83fba0836641386f";"15";"55";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"238";"dd8cdaf6f2bd302364fd1d50abc0ede6";"33";"49";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"239";"c653fc074ad3928b0ec8d45b45e751f2";"15";"40";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"240";"7d919225f11eb7af31bf9600b63a7a98";"28";"43";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"241";"e3f2a6350476ca3115aed6f3f428f5fc";"20";"38";"F";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"242";"71b525ec536e806741209a29f91c4b4a";"23";"59";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"243";"db229ce89ad239fbd76aa7464f145808";"20";"108";"Unknown sex";"Unknown race";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"244";"0b6795438923b02d50a417982adb20b5";"61";"85";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"245";"c329c88e582019f586e8237a7e36d8fc";"21";"46";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"246";"4dc3af7af22c1ce95147d6321cb52233";"21";"63";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"247";"fbf22a00c00e63f28e1013f5734fb0e1";"42";"69";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"248";"ffb86a1afeb8dd9347715f7fdc28776b";"36";"66";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"249";"686a96d9c098b01ade5e05789e888529";"37";"71";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"250";"acbe123c5ee8d5d2d45c5655f2d526f0";"32";"78";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"251";"910e9d261d6b8291d982d43fbf9ee2fb";"47";"70";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"252";"05a58a4c10324b8b0ef8f6a3c0db4e57";"42";"74";"F";"Black / African American";"Office of the Superintendant";"NULL";"NULL";"NULL"
"253";"e6542147b2df5a16c34401e532a6f592";"23";"56";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"254";"e4e23fd80f7a05ebd5bb661493bb7868";"31";"55";"F";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Staff";""
"255";"50c77e5b4d3e0688796ad480bf73798a";"38";"63";"F";"Black / African American";"PIB - Public Integrity Bureau";"Staff";"Staff";""
"256";"ec0b36b9fc44c7d6341f4406c8221173";"45";"66";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"257";"05538fbedebd393a8a49cdda33f6848d";"36";"54";"F";"Black / African American";"MSB - Management Service Bureau";"Superintendant's Budget Staff";"";""
"258";"a20e4828db8ec7c7d500f88e5bf02c24";"32";"82";"F";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"259";"c83122cd8eafc625b6a9010275ce8bc3";"49";"76";"F";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"260";"efe156909fa56647bcd5fe8d51bb1a03";"11";"35";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"261";"aabc8047ade01ea55c4ebe00e29fd12f";"12";"34";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"262";"cf16424a9222ea2fad2a27922b08b0e7";"11";"35";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"263";"b84519040eec75b640a1cce9c7f2be51";"11";"36";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"264";"c1c4a6b858bc275f7d4a3e27325d615e";"12";"39";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"265";"13dccabd86d3e38923156783de2d9c54";"38";"59";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Firearms"
"266";"c91126a51c179761ae2a308c2c59c69d";"12";"44";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"267";"fea309a230c97e97b9826e72e3415ff4";"22";"45";"M";"White";"NULL";"NULL";"NULL";"NULL"
"268";"635d85ebc32e43cadb00fe448947d969";"11";"39";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"269";"59b4484ea2cd5c87f56de1c6ddd7e19f";"21";"48";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"270";"49e9e50c71b663b7e4e4b9d870920ad7";"11";"40";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"271";"07f9d312018c1799bc2e2b5b4fdc4c1b";"12";"41";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"272";"19f81dd74586c47c87de4353cd0aa65b";"23";"44";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"273";"854e554641c848f98cdb26ac172664ec";"22";"44";"M";"White";"NULL";"NULL";"NULL";"NULL"
"274";"481830b105a6fab77babf902aae9fd47";"22";"49";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"275";"c0048c4f8677b795155d8aa41e26a54d";"12";"35";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"276";"e6a1226432f3797968d2aaf89a17b020";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"277";"727b6cd45f0340de38d1cfe8403adb3e";"22";"39";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"278";"5f2d4d41f4b8607ebb5d15a1e07b548e";"22";"40";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"279";"70f66f5f9264fac2c5d282b1d9d635b7";"22";"39";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"280";"57cd4574292fec5b2b517c39404a7800";"22";"40";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"281";"66a9597c15536c9b0bfe3b38e96c6852";"22";"40";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"282";"b1920c342b31468539f89f0e15bf37b9";"22";"39";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"283";"0f97af44f50d4540cb8f576238e66e82";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"284";"37f49f08a2858a6e356951e18b80391c";"22";"39";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"285";"00605dd6733a731d1518fddd7faf1b38";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"286";"57ff495c24716a6abfc32064b0a33000";"22";"38";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"287";"1f8f3efd14b2de706bfced1e8e67d925";"22";"38";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"288";"fdf6fa3c76dbe4f1284ce4f08e00924c";"22";"40";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"289";"5547f3fd67c38e546650ecdc20df00a8";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"290";"a75f64793c41564ec88b2b89d8cf4fb7";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"291";"afa6d5ecce7db8b968f7a98a751106ea";"22";"38";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"292";"96b2f4d1ec10fc0826cb8561e564f8f9";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"293";"4b1e5be563814f7b33ca86d9ed8f3b92";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"294";"f197c44837a3b48578fea7c0efd25854";"22";"38";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"295";"564e454b8d983801fd12c1ddff04c5fe";"22";"39";"F";"Asian / Pacific Islander";"NULL";"NULL";"NULL";"NULL"
"296";"cabb9afbf2ccdfb4d106de8667337767";"22";"39";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"297";"3f9fda6109430f1ed7eee0614d86a45b";"22";"39";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"298";"154cf5021c0a323c2ba04396b803ea76";"48";"66";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"299";"a95ceee8390cb47bb05410a8d23c76cf";"34";"56";"F";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"300";"ca21e364698e573f63da3ecac022c6e3";"45";"66";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Recruitment Division";"Staff"
"301";"9dd2c91e9fb5a5c5260d9171f94a6e41";"36";"57";"M";"White";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Juvenile Section";"Staff"
"302";"c82211ce65ced2afc8b1a0d4d1c9377b";"44";"64";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"303";"259b0808d607d9074ca1f76a35a365e5";"37";"62";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"304";"34a996e8b00e08c9cee9def7a3146ed2";"42";"67";"F";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"305";"b8054bb4e4c6c9bcdda4b6d55631a88a";"51";"72";"M";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"306";"cab0b211d9a41da7393711aaee46fda3";"42";"62";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"307";"da7a9b97e93f145c23f4aa044fa4548f";"51";"71";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"308";"a252b14e398263eb85f66a069013d06d";"50";"71";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"309";"729deabfee4d8a8f930ac0087d48c67c";"29";"56";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"310";"3a1173be3b44a89d0918e921498dc426";"36";"57";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"311";"51b209d92ce29b95c089a09c7b84b057";"48";"66";"M";"White";"Office of the Superintendant";"NULL";"NULL";"NULL"
"312";"0fa503a59826fd98dcb9655c111afea1";"47";"65";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"313";"90b24e0215f777e1a4cb022627dda505";"35";"56";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"314";"7d78b4cb662a073533fb416c4e63e548";"55";"76";"M";"White";"NULL";"NULL";"NULL";"NULL"
"315";"b5f36cf201a359d5e53674a0b49bbfcb";"38";"59";"M";"White";"MSB - Management Service Bureau";"Staff";"";""
"316";"02861ce20aec55566c9e68a6d8aaa9a2";"50";"72";"M";"White";"FOB - Field Operations Bureau";"Staff";"";""
"317";"2bd75c10ac65f3d8ac8f55ed5ab8eeca";"28";"51";"M";"White";"FOB - Field Operations Bureau";"Command Staff";"Admin";""
"318";"13e36eabd24264551e73c93e65ed98ae";"43";"63";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
"319";"53b421a83744f54995101611ec84df0d";"44";"68";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"320";"d89683eceafc9c064aa7b24bcb16be39";"35";"58";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"321";"7ddef90477808c4b7ccb8b75f601ba0a";"44";"65";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"322";"78277fc86e8edd5ddd92b780ef1c9844";"25";"56";"F";"White";"Compliance Bureau";"Consent Decree";"";""
"323";"91c2ccabec23c460c8bf889c4d4d9faa";"41";"68";"M";"White";"MSB - Management Service Bureau";"Staff";"";""
"324";"14e2b9d8a5572dc9fb8a2ca2c9d8b373";"40";"71";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"325";"87f3407882014ba8f18016b8e408ad35";"45";"66";"M";"White";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Intelligence Section";""
"326";"a5f7c3e6936646fa82bcc1ac602d6103";"65";"86";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"327";"a14e0862232f39bc203a2c5021371b54";"34";"57";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"328";"0e836846937bd3b10a9833e90af4b9aa";"34";"60";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"329";"0aff7df375643a94b1b39f2210e32224";"50";"73";"M";"White";"NULL";"NULL";"NULL";"NULL"
"330";"fa0eead0a316c6aecad3d77867c2b26e";"35";"53";"M";"Black / African American";"MSB - Management Service Bureau";"Staff";"";""
"331";"f10046bf010946a92604b63dd0e3217a";"41";"69";"M";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"332";"46d5b6f76c68151c5e259cb235792e73";"39";"62";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"333";"6e3e4df4c3cd8bcd093d81b549307f52";"51";"69";"M";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"334";"eb99da3aed959def53c814b8326683ff";"26";"70";"M";"White";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Juvenile Section";"Staff"
"335";"01610f337b2366027aeccbce52614610";"32";"54";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"336";"684ef6ad0dea5acaf88e8720058275ef";"48";"69";"M";"White";"NULL";"NULL";"NULL";"NULL"
"337";"91b45f1b048b17d83611b3e938b71e82";"43";"71";"F";"White";"Compliance Bureau";"Consent Decree";"";""
