"id","occurredDate","division","district","shift","beat","serviceType","source","allegationType","allegation","finding","residentRace","residentSex","residentAge","officerRace","officerSex","officerAge","officerYearsOfService","officerIdentifier"
"045cf2cbf705f33b937d74cf63975baf","2016-05-14 00:00:00","Reserves","Platoon 3","Squad 1","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Female","","White","Male","46","13","86a78dd62f041bc2bcc5538c79faa901"
"d9a679845e5a53ead25094139abc783f","2016-05-11 00:00:00","Operations Division","Southwest District","SW Day Shift","","Investigation","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","","","Female","18","White","Male","48","21","8f6528a75ebfc5f04583af506c31c4ab"
"d9a679845e5a53ead25094139abc783f","2016-05-11 00:00:00","Operations Division","Southwest District","SW Day Shift","","Investigation","CPCO (Formal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","","Female","18","White","Male","48","21","8f6528a75ebfc5f04583af506c31c4ab"
"d9a679845e5a53ead25094139abc783f","2016-05-11 00:00:00","Operations Division","Southwest District","SW Day Shift","","Investigation","CPCO (Formal)","Breach of Discipline","Conduct Detrimental to the Efficient Operation And/Or General Discipline of the Department","","","Female","18","White","Male","48","21","8f6528a75ebfc5f04583af506c31c4ab"
"1d69ede34e10fe0e09132e563076ff26","2016-05-18 00:00:00","Criminal Investigation Division","Organized Crime","Grand Jury Section","Prosecutor Liaison Unit","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","White","Female","","White","Male","43","18","635c5c3efb8b43717bc4bec2bad6e09e"
"a275bca6388e9c7be8dc739a1cdfdb5c","2016-05-19 00:00:00","Criminal Investigation Division","Homicide and Robbery","Robbery/Agg Assault Section","Robbery/Agg Assault Unit (Late)","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","White","Male","","Black","Male","35","6","44ac870a404eedc975e808dc17817d37"
"546a34167ad7815df4d1c9f855944dd3","2016-01-06 00:00:00","Criminal Investigation Division","Covert Investigations","Criminal Interdiction Section","Criminal Interdiction Unit","Investigation","CPCO (Formal)","","","","Black","Male","33","White","Male","46","21","Efc7c26f002dc9255093cccb72198893"
"f56cfeb164a1d2a2afd11d61004d6a10","2016-01-25 00:00:00","Operations Division","Southeast District","SE Late Shift","","Traffic Stop","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Exonerated","White","Female","45","White","Male","41","14","7e993f55053b9e61e12aef483346f381"
"300a989e0be9db989087802e910db688","2016-01-25 00:00:00","Criminal Investigation Division","Organized Crime","Fraud Section","Organized Crime Unit","Not Applicable","CPCO (Formal)","Breach of Discipline","Conduct Detrimental to the Efficient Operation And/Or General Discipline of the Department","","White","Female","56","Black","Female","54","22","C926bdafd342615374a216081bd02c90"
"300a989e0be9db989087802e910db688","2016-01-25 00:00:00","Criminal Investigation Division","Organized Crime","Fraud Section","Organized Crime Unit","Not Applicable","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Female","56","Black","Female","54","22","C926bdafd342615374a216081bd02c90"
"300a989e0be9db989087802e910db688","2016-01-25 00:00:00","Criminal Investigation Division","Organized Crime","Fraud Section","Organized Crime Unit","Not Applicable","CPCO (Formal)","Citizen Interaction","Failure to Provide Name or Badge Number","","White","Female","56","Black","Female","54","22","C926bdafd342615374a216081bd02c90"
"25f6fce755e87c2cb7355a283c409553","2016-01-27 00:00:00","Operations Division","East District","ED Detective Section","ED Detective Middle Shift","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Not Sustained","Unknown","Male","","Black","Male","39","9","65d5e90e7b98064e6e9a91f3e61d63e1"
"346fe0a3241663f0d59ef4952edb6f10","2016-01-19 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Formal)","Neglect of Duty","Failure to Devote Full Attention to Duties","Exonerated","Hispanic","Female","62","White","Male","30","1","71427250a83942deba9b7495334c775a"
"346fe0a3241663f0d59ef4952edb6f10","2016-01-19 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Intimidation/Improper Display of Police Authority","Exonerated","Hispanic","Female","62","White","Male","30","1","71427250a83942deba9b7495334c775a"
"346fe0a3241663f0d59ef4952edb6f10","2016-01-19 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Formal)","Neglect of Duty","Failure to Devote Full Attention to Duties","Exonerated","Hispanic","Female","62","White","Male","44","10","C810411211c1b6b8ecc07b59f50c3cbf"
"346fe0a3241663f0d59ef4952edb6f10","2016-01-19 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Intimidation/Improper Display of Police Authority","Exonerated","Hispanic","Female","62","White","Male","44","10","C810411211c1b6b8ecc07b59f50c3cbf"
"41259247796b3d679d7bfab79bdf42fe","2015-11-11 00:00:00","Operations Division","Downtown  District","DT Late Tact Foot and Bicycle","","Arrest","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Exonerated","Black","Male","","White","Male","42","9","5278b3170f32457b068e859fda91ce46"
"41259247796b3d679d7bfab79bdf42fe","2015-11-11 00:00:00","Operations Division","Downtown  District","DT Late Tact Foot and Bicycle","","Arrest","CPCO (Informal)","Bias-Based Profiling","Race","Exonerated","Black","Male","","White","Male","42","9","5278b3170f32457b068e859fda91ce46"
"e760697cc0dd05db7ca6efd784653307","2016-01-27 00:00:00","Criminal Investigation Division","Homicide and Robbery","Robbery/Agg Assault Section","Robbery/Agg Assault Unit (Late)","Investigation","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Exonerated","White","Male","29","White","Male","43","17","A5cecb92b1b9bffee8a03b43a0b44607"
"e760697cc0dd05db7ca6efd784653307","2016-01-27 00:00:00","Criminal Investigation Division","Homicide and Robbery","Robbery/Agg Assault Section","Robbery/Agg Assault Unit (Late)","Investigation","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","Not Sustained","White","Male","29","White","Male","43","17","A5cecb92b1b9bffee8a03b43a0b44607"
"d6f7c6bf6d2c7e32f3f759a4347f241b","2016-01-20 00:00:00","Reserves","Platoon 1","Squad 2","","Investigation","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Female","42","","Male","64","","5cbc95f1edc552f7c44c3ecb54612fba"
"d6f7c6bf6d2c7e32f3f759a4347f241b","2016-01-20 00:00:00","Reserves","Platoon 1","Squad 2","","Investigation","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Female","42","","Male","51","","59fded8d4d6464622720cb3f6137374e"
"cdf376fdc1150c055b01b8082b1d094a","2016-01-09 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Exonerated","White","Female","42","White","Male","30","5","A8ba0531bf65c04659be5f2e93994f08"
"10ace449a97896233de134100437d71c","2016-02-02 00:00:00","Operations Division","Southwest District","SW Day Tactical Shift","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Not Sustained","White","Male","20","White","Male","49","24","6bbf0e742dbc1e33d7a2a4cf93b943e9"
"bc05355a473c928283000829c2fdbedf","2016-01-15 00:00:00","Operations Division","Southwest District","SW Day Tactical Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Not Sustained","White","Male","56","White","Male","49","24","6bbf0e742dbc1e33d7a2a4cf93b943e9"
"69cc5abc46e2016dbf00a5c0fa9af9fa","2015-12-20 00:00:00","Operations Division","East District","ED Middle Shift","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Male","27","White","Male","26","1","26e7ffb946a061efe6f9ce0376b5fec4"
"dd0d4f9a5ae973e42681e128cb8e62bf","2016-02-01 00:00:00","Operations Division","Southwest District","SW Day Tactical Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Misuse of Emergency Lights or Siren","","","Female","","Hispanic","Male","49","14","B986f729db761e1e573071989b3bc66c"
"dd0d4f9a5ae973e42681e128cb8e62bf","2016-02-01 00:00:00","Operations Division","Southwest District","SW Day Tactical Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Violation of Take-Home Vehicle Restrictions","","","Female","","Hispanic","Male","49","14","B986f729db761e1e573071989b3bc66c"
"01f748f48d36d155cb01dd7758805bf9","2015-12-10 00:00:00","Reserves","Platoon 4","Squad 2","","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Unfounded","Unknown","Male","","","Male","46","11","3498ca6c8dcd79a30df9dc2d0a26fc41"
"ddf9871c00c0a075ac5c0678b3adde01","2015-10-11 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Exonerated","Black","Female","30","White","Male","33","5","C21d76b2c8d44a930cb5cbdf171a37c8"
"b11fea6748dd5049f8c15dde093c447e","2016-02-13 00:00:00","Operations Division","Park Rangers","Reserve Park Ranger","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Not Sustained","Unknown","Male","","White","Male","46","3","8af5579c17c0da0dfc777d251bf798e2"
"b11fea6748dd5049f8c15dde093c447e","2016-02-13 00:00:00","Operations Division","Park Rangers","Reserve Park Ranger","","Traffic Stop","CPCO (Informal)","Vehicle Operation","Speeding","Not Sustained","Unknown","Male","","White","Male","46","3","8af5579c17c0da0dfc777d251bf798e2"
"b11fea6748dd5049f8c15dde093c447e","2016-02-13 00:00:00","Operations Division","Park Rangers","Reserve Park Ranger","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Failure to Provide Name or Badge Number","Not Sustained","Unknown","Male","","White","Male","46","3","8af5579c17c0da0dfc777d251bf798e2"
"bde797e66609a581e8e38c53b8372493","2016-02-12 00:00:00","Homeland Security Division","Homeland Security Bureau/Tactical","Swat Section","Swat Unit","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Not Sustained","Unknown","Male","","White","Male","39","17","Ff057f88c97fd2f0e533823397d17b51"
"653aeaedbcf241fef83d185cbedb261b","2016-02-15 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Middle)","Homicide Unit (Middle)","Not Applicable","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Unfounded","Black","Male","40","Black","Male","39","8","D6c2b0d68054ec3d619a3291ee578fa0"
"653aeaedbcf241fef83d185cbedb261b","2016-02-15 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Middle)","Homicide Unit (Middle)","Not Applicable","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","Unfounded","Black","Male","40","Black","Male","39","8","D6c2b0d68054ec3d619a3291ee578fa0"
"653aeaedbcf241fef83d185cbedb261b","2016-02-15 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Middle)","Homicide Unit (Middle)","Not Applicable","CPCO (Formal)","Citizen Interaction","Failure to Provide Name or Badge Number","Exonerated","Black","Male","40","Black","Male","39","8","D6c2b0d68054ec3d619a3291ee578fa0"
"76249536b8aa139400e0182a1cdec403","2016-02-16 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Investigation","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Other","Male","28","Black","Female","58","14","242e66cfa2ff316d94de8edc1518e1e9"
"76249536b8aa139400e0182a1cdec403","2016-02-16 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Investigation","CPCO (Informal)","Substandard Performance","Failure to Properly Investigate Crash","","Other","Male","28","Black","Female","58","14","242e66cfa2ff316d94de8edc1518e1e9"
"76249536b8aa139400e0182a1cdec403","2016-02-16 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Investigation","CPCO (Informal)","Citizen Interaction","Failure to Request a Supervisor When a Citizen Desires to Make a Complaint","","Other","Male","28","Black","Female","58","14","242e66cfa2ff316d94de8edc1518e1e9"
"18a8e3e2a4896674ebafbc4993faa55b","2016-02-12 00:00:00","Operations Division","East District","ED Middle Shift","","Call for Service","CPCO (Informal)","Substandard Performance","Failure to Take Proper Law Enforcement Action","Not Sustained","Hispanic","Male","","White","Female","38","7","5581d0ab4b0d7c53c6824fe4e19af096"
"1c6f0981bc63ea0b6a8725011a467a4d","2016-02-13 00:00:00","Operations Division","North District","ND Middle Shift","","Traffic Stop","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Not Sustained","White","Male","18","Black","Male","38","7","1ff038ece2c6eb880434a9fd7a1ee1f8"
"1c6f0981bc63ea0b6a8725011a467a4d","2016-02-13 00:00:00","Operations Division","North District","ND Middle Shift","","Traffic Stop","CPCO (Formal)","Vehicle Operation","Speeding","Not Sustained","White","Male","18","Black","Male","38","7","1ff038ece2c6eb880434a9fd7a1ee1f8"
"1cbad22d705caf9e9f988e89a7d171c2","2016-02-16 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","Call for Service","CPCO (Informal)","Citizen Interaction","Failure to Make a Report When Approached by a Citizen","Not Sustained","White","Male","71","White","Male","54","17","6b8a6951b892d77726261853daf2d453"
"323f023aa7e472872425f09932ffb3f4","2016-02-23 00:00:00","Operations Division","East District","ED Late Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Speeding","Not Sustained","Unknown","Female","","White","Male","48","13","00d63c98dbfd1b065308ec16117104db"
"358039b40c9989c28cf6ea834b06d45b","2016-02-11 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Middle)","Homicide Unit (Middle)","Investigation","CPCO (Formal)","Detention/Arrest","","","Black","Male","18","Black","Male","39","8","D6c2b0d68054ec3d619a3291ee578fa0"
"358039b40c9989c28cf6ea834b06d45b","2016-02-11 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Middle)","Homicide Unit (Middle)","Investigation","CPCO (Formal)","","","","Black","Male","18","Black","Male","39","8","D6c2b0d68054ec3d619a3291ee578fa0"
"358039b40c9989c28cf6ea834b06d45b","2016-02-11 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Middle)","Homicide Unit (Middle)","Investigation","CPCO (Formal)","","","","Black","Male","18","White","Male","54","16","8f19aa7105c3f6f9f00e84526ee0e6bc"
